Timestamp,"Supply Flow, m3/hr","Tank Level, m","Pressure, kPa","Treated Flow, m3/hr"
2024-07-01 01:00:00,7.387839000000126,8.366821489981394,199.0120385514014,9.377192879999749
2024-07-01 01:30:00,6.567669000000379,8.366934034972092,199.22737055136454,9.246975120000252
2024-07-01 02:00:00,6.1449660000002515,8.369938120493025,199.83572583944803,9.236376
2024-07-01 02:30:00,5.924150999999621,8.368899243655815,199.70177916230605,9.377192879999749
2024-07-01 03:00:00,6.479343000000126,8.367860366818606,199.22635323482913,9.251778386043657
2024-07-01 03:30:00,5.917842000000251,8.368899243655815,199.7860044937875,9.236376
2024-07-01 04:00:00,5.8748746555593865,8.369938120493025,199.9442396032086,9.377210123946647
2024-07-01 04:30:00,5.831353930717868,8.370976997330233,200.0354589858708,9.246992365349154
2024-07-01 05:00:00,5.709771179999874,8.369938120493025,199.5501989985529,9.236376
2024-07-01 05:30:00,6.322375079999243,8.370976997330233,199.45050197809798,9.377445239999748
2024-07-01 06:00:00,6.8894280000000006,8.369938120493025,198.89402983331271,9.236376
2024-07-01 06:30:00,7.482726359999747,8.369938120493021,198.11408715628122,9.236376
2024-07-01 07:00:00,7.7222159999999995,8.369938120493025,198.60036446013447,9.246722760000251
2024-07-01 07:30:00,8.120061539999622,8.367858635357209,197.14594092022907,9.377445239999748
2024-07-01 08:00:00,8.605980719999495,8.36774782182791,195.75594742755615,9.241683986043405
2024-07-01 08:30:00,9.03549743999899,8.36774782182791,195.01974936154298,9.23107644
2024-07-01 09:00:00,11.848313164507386,8.363704859469767,188.69271872326703,9.241431626043406
2024-07-01 09:30:00,12.488791680001514,8.360475683967444,182.16663314958762,9.246470400000252
2024-07-01 10:00:00,9.427160159999243,8.36162710579535,194.8657954592062,9.226197311525603
2024-07-01 10:30:00,9.495297359999874,8.36162710579535,192.52630653362772,9.236729893823048
2024-07-01 11:00:00,10.156985280000255,8.36058822895814,194.9621014245421,9.095054400000251
2024-07-01 11:30:00,9.128870640000128,8.360700773948835,195.0516252796464,9.236376
2024-07-01 12:00:00,9.885950640000127,8.362665982632558,191.28653678265974,9.236376
2024-07-01 12:30:00,9.690624000000001,8.362664251171159,193.19027512563494,9.084959999999999
2024-07-01 13:00:00,9.917748000000001,8.363704859469767,193.3761049460815,9.240850650350579
2024-07-01 13:30:00,9.433455888981753,8.362553437641862,195.5813080889988,5.49548233323376
2024-07-01 14:00:00,9.358792297061903,8.356670797551168,182.3812869385315,0.0
2024-07-01 14:30:00,8.782127999999998,8.348303510358146,196.8631269234272,0.0
2024-07-01 15:00:00,8.977328460000127,8.342126521830238,195.58402093309527,0.0
2024-07-01 15:30:00,8.770267079999746,8.334391218046516,197.2842959690254,0.0
2024-07-01 16:00:00,9.02111292000025,8.32821422951861,196.63838474551162,0.0
2024-07-01 16:30:00,9.491764319998989,8.321292712590703,194.83913328834697,0.0
2024-07-01 17:00:00,9.873963539999874,8.312405986979076,193.38386198465844,0.0
2024-07-01 17:30:00,10.037240460000126,8.30109088676047,192.52817161394282,0.0
2024-07-01 18:00:00,10.144872000000001,8.294394459813958,192.7638075564191,0.0
2024-07-01 18:30:00,10.162041748647999,8.285395189211636,191.65327939361666,0.0
2024-07-01 19:00:00,9.853648560000254,8.276101570172099,193.53836693345212,0.0
2024-07-01 19:30:00,9.247984560000255,8.267846827969773,194.8561733403077,0.0
2024-07-01 20:00:00,8.956761120000508,8.258960102358147,195.48423913626337,0.0
2024-07-01 20:30:00,8.878277159999623,8.251224798574425,194.64342701987556,0.0
2024-07-01 21:00:00,8.566612560000253,8.244008933209306,195.8383924550995,0.0
2024-07-01 21:30:00,9.440282879999495,8.235641646016285,195.9124022330415,0.0
2024-07-01 22:00:00,9.460724039999118,8.227906342232563,193.19120766579692,0.0
2024-07-01 22:30:00,10.805802840000378,8.220465386886055,190.76783251424533,0.0
2024-07-01 23:00:00,10.453644360601002,8.20903774167675,190.74392557566463,0.0
2024-07-01 23:30:00,9.756868500000632,8.199280956713958,193.98624053809644,0.0
2024-07-02 00:00:00,8.772664500000628,8.1925282572721,194.9254780292723,0.0
2024-07-02 00:30:00,8.284347899999872,8.184273515069771,195.67651196142896,0.0
2024-07-02 01:00:00,7.917164100000126,8.178040254046516,195.26068382764134,0.0
2024-07-02 01:30:00,7.290680400000504,8.17278959736512,197.13203759424528,0.0
2024-07-02 02:00:00,6.921603899999874,8.166205715409305,197.21291425880005,0.0
2024-07-02 02:30:00,7.008668100000126,8.164127961734886,196.88839028405272,0.0
2024-07-02 03:00:00,6.889427999999999,8.1599161818907,196.9014882344436,0.0
2024-07-02 03:30:00,6.385470767579804,8.155297508618606,197.00411003993779,0.0
2024-07-02 04:00:00,6.359471999999999,8.152068333116283,197.88548765317114,0.0
2024-07-02 04:30:00,6.132347999999999,8.145891344588376,198.17580435942043,0.0
2024-07-02 05:00:00,6.229254239999621,8.141272671316282,197.17438339502777,0.0
2024-07-02 05:30:00,6.402877920000126,8.137004618976748,197.23911015958186,0.0
2024-07-02 06:00:00,6.60779423999962,8.131922779781398,197.15848782416333,0.0
2024-07-02 06:30:00,7.591998239999621,8.127598454946517,195.32566492133168,0.0
2024-07-02 07:00:00,8.208766079999874,8.120902028000003,194.95294557572694,0.0
2024-07-02 07:30:00,9.257574239999622,8.113686162634886,193.16386728391038,0.0
2024-07-02 08:00:00,8.68717112514139,8.107803522544193,194.0064597042351,0.0
2024-07-02 08:30:00,9.107346286884638,8.09799046508605,194.68081340254315,0.0
2024-07-02 09:00:00,9.239193879565953,8.091700931567448,194.11722004201374,0.0
2024-07-02 09:30:00,8.998400519999748,8.082519857518609,192.57776579503505,0.0
2024-07-02 10:00:00,9.355237559999244,8.076637217427912,191.97114842270284,0.0
2024-07-02 10:30:00,9.539334180000886,8.069421352062797,190.81077174966688,0.0
2024-07-02 11:00:00,9.160668000000001,8.059495749613959,192.4624699210373,0.0
2024-07-02 11:30:00,10.653125039999496,8.051241007411633,189.94503537816718,0.0
2024-07-02 12:00:00,9.993456000000002,8.040683421553496,192.84481138554105,0.0
2024-07-02 12:30:00,10.580278103037884,8.030926636590703,187.7194859045371,0.0
2024-07-02 13:00:00,9.963602528214707,8.014049216639561,191.48008125349085,1.816992
2024-07-02 13:30:00,8.533048680000379,7.977705841951164,192.74867497295594,0.0
2024-07-02 14:00:00,8.922944879999747,7.974827287381401,191.85674270067324,0.0
2024-07-02 14:30:00,9.474856199999369,7.964494791504656,191.57231795268734,0.0
2024-07-02 15:00:00,10.166070240000503,7.9606769191279065,190.22106726473578,8.147402997590685
2024-07-02 15:30:00,8.857835999999999,7.961659523469767,192.38083026908205,9.539508809749593
2024-07-02 16:00:00,9.355237560000125,7.962810945297673,189.71800423804788,9.690624000000001
2024-07-02 16:30:00,10.059321959998863,7.967078997637205,189.41179196093952,9.534217066622306
